"code_tract","mean_age","mode_age","imputed"
"350100405000008",32.6220839813375,"idade_20a29",FALSE
"350100405000009",33.6583094555874,"idade_20a29",FALSE
"350100405000010",27.9582132564841,"idade_30a39",FALSE
"350100405000011",38.0769896193772,"idade_20a29",FALSE
"350100405000012",36.1153081510934,"idade_20a29",FALSE
"350100405000013",35.887987012987,"idade_20a29",FALSE
"350100405000014",37.6923076923077,"idade_30a39",FALSE
"350100405000015",37.3858418367347,"idade_20a29",FALSE
"350100405000016",36.0206508135169,"idade_20a29",FALSE
"350100405000017",37.055266579974,"idade_30a39",FALSE
"350100405000018",28.9859813084112,"idade_20a29",FALSE
"350100405000019",27.843949044586,"idade_20a29",FALSE
"350100405000020",33.7103077121752,"idade_20a29",TRUE
"350100405000021",33.7103077121752,"idade_20a29",TRUE
"350100405000022",26.8719081272085,"idade_0a9",FALSE
"350100405000023",37.2083333333333,"idade_40a49",FALSE
"350100405000024",29.8125,"idade_0a9",FALSE
"350100405000025",27.8715596330275,"idade_0a9",FALSE
"350100405000026",33.0041407867495,"idade_30a39",FALSE
"350100405000027",27.6118881118881,"idade_0a9",FALSE
"350100405000028",31.8238255033557,"idade_40a49",FALSE
"350100405000029",28.7391304347826,"idade_0a9",FALSE
"350100405000030",33.7103077121752,"idade_20a29",TRUE
"350100405000031",33.1572700296736,"idade_40a49",FALSE
"350100405000032",31.7427572427572,"idade_40a49",FALSE
"350110305000001",32.941145281018,"idade_20a29",FALSE
"350110305000002",40.2741347905282,"idade_20a29",FALSE
"350110305000003",41.3417553191489,"idade_20a29",FALSE
"350110305000004",37.1470588235294,"idade_20a29",FALSE
"350110305000005",33.7103077121752,"idade_20a29",TRUE
"350110305000006",33.7103077121752,"idade_20a29",TRUE
"350110305000007",38.0403726708075,"idade_30a39",FALSE
"350110305000008",40.2098765432099,"idade_20a29",FALSE
"350110305000009",43.7287234042553,"idade_50a59",FALSE
"350110305000010",38.6438356164384,"idade_50a59",FALSE
"350110310000001",38.1804308797127,"idade_20a29",FALSE
"350110310000002",39.4624060150376,"idade_40a49",FALSE
"350110315000001",35.4851694915254,"idade_20a29",FALSE
"350110315000002",35.7619047619048,"idade_40a49",FALSE
"350115205000001",30.6780575539568,"idade_30a39",FALSE
"350115205000002",24.6105898123324,"idade_30a39",FALSE
"350115205000003",30.9955106621773,"idade_20a29",FALSE
"350115205000004",31.4739130434783,"idade_30a39",FALSE
"350115205000005",32.6905158069884,"idade_20a29",FALSE
"350115205000006",30.2018849206349,"idade_20a29",FALSE
"350115205000007",32.3179190751445,"idade_30a39",FALSE
"350115205000008",34.7899686520376,"idade_20a29",FALSE
"350115205000009",30.5067287784679,"idade_20a29",FALSE
"350115205000010",29.673755186722,"idade_30a39",FALSE
"350115205000011",30.0295675198588,"idade_20a29",FALSE
"350115205000012",28.1433710174717,"idade_0a9",FALSE
"350115205000013",32.3977272727273,"idade_20a29",FALSE
"350115205000014",33.7103077121752,"idade_20a29",TRUE
"350115205000015",33.7103077121752,"idade_20a29",TRUE
"350115205000017",28.8916570104287,"idade_30a39",FALSE
"350115205000018",34.9918032786885,"idade_50a59",FALSE
"350115205000019",29.1431587837838,"idade_0a9",FALSE
"350115205000020",31.054347826087,"idade_20a29",FALSE
"350115205000021",32.1583904109589,"idade_20a29",FALSE
"350115205000022",27.1444159178434,"idade_30a39",FALSE
"350115205000023",31.7660098522167,"idade_20a29",FALSE
"350115205000024",31.4481132075472,"idade_30a39",FALSE
"350115205000025",33.079869600652,"idade_0a9",FALSE
